state,source,notice_year,reason,rows
MO,backfill/bln_integrated.csv,2022,superseded_source_row,3
MO,backfill/bln_integrated.csv,2023,superseded_source_row,2
MO,backfill/bln_integrated.csv,2024,superseded_source_row,3
MO,backfill/bln_integrated.csv,2025,superseded_source_row,8
MO,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,1
MO,backfill/bln_integrated.csv,2026,superseded_source_row,2
MS,backfill/bln_integrated.csv,unknown,missing_employer,1
MS,backfill/raw/ms.csv,unknown,parse_failure,1
MT,backfill/bln_integrated.csv,2025,superseded_source_row,1
NC,raw/nc.csv,unknown,parse_failure,3
ND,backfill/bln_integrated.csv,2015,unmatched_after_conservative_fill,7
ND,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,9
ND,backfill/bln_integrated.csv,2017,unmatched_after_conservative_fill,3
ND,backfill/bln_integrated.csv,2018,unmatched_after_conservative_fill,2
ND,backfill/bln_integrated.csv,2019,unmatched_after_conservative_fill,1
ND,backfill/bln_integrated.csv,2020,superseded_source_row,2
ND,backfill/bln_integrated.csv,2020,unmatched_after_conservative_fill,15
ND,backfill/bln_integrated.csv,2022,unmatched_after_conservative_fill,1
ND,backfill/bln_integrated.csv,2023,unmatched_after_conservative_fill,4
ND,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,3
NE,backfill/bln_integrated.csv,2017,superseded_source_row,1
NE,backfill/bln_integrated.csv,2017,unmatched_after_conservative_fill,2
NE,backfill/bln_integrated.csv,2023,superseded_source_row,3
NE,backfill/bln_integrated.csv,2024,superseded_source_row,3
NE,backfill/bln_integrated.csv,2025,superseded_source_row,1
NE,backfill/raw/ne.csv,2017,conflicting_same_key,2
NJ,backfill/bln_integrated.csv,unknown,source_identity_unresolved,2321
NJ,backfill/bln_integrated.csv,unknown,superseded_source_row,92
NJ,backfill/raw/nj.csv,unknown,historical_event_identity_unresolved,51
NJ,backfill/raw/nj.csv,unknown,parse_failure,1
NJ,raw/nj.csv,unknown,duplicate_source_observation,50
NJ,raw/nj.csv,unknown,parse_failure,1
NM,backfill/bln_integrated.csv,2022,missing_employer,1
NM,backfill/bln_integrated.csv,2022,superseded_source_row,3
NM,backfill/bln_integrated.csv,unknown,missing_employer,1
NM,raw/nm.csv,unknown,parse_failure,1
NY,agency-cache:NY,2009,conflicting_same_key,4
NY,agency-cache:NY,2010,conflicting_same_key,4
NY,agency-cache:NY,2012,conflicting_same_key,6
NY,agency-cache:NY,2013,conflicting_same_key,55
NY,agency-cache:NY,2014,conflicting_same_key,132
NY,agency-cache:NY,2015,conflicting_same_key,39
NY,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,143
NY,backfill/bln_integrated.csv,2019,superseded_source_row,2
NY,backfill/bln_integrated.csv,2020,superseded_source_row,12
NY,backfill/bln_integrated.csv,2021,superseded_source_row,13
NY,backfill/bln_integrated.csv,2022,duplicate_observation_with_reviewed_survivor,1
NY,backfill/bln_integrated.csv,2022,superseded_source_row,17
NY,backfill/bln_integrated.csv,2023,superseded_source_row,39
NY,backfill/bln_integrated.csv,2024,superseded_source_row,92
NY,backfill/bln_integrated.csv,2025,superseded_source_row,205
NY,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,69
NY,backfill/bln_integrated.csv,2026,superseded_source_row,23
NY,backfill/bln_integrated.csv,2026,unmatched_after_conservative_fill,142
OH,agency-cache:OH,2002,conflicting_same_key,4
OH,agency-cache:OH,2003,conflicting_same_key,2
OH,agency-cache:OH,2005,conflicting_same_key,2
OH,agency-cache:OH,2006,conflicting_same_key,2
OH,agency-cache:OH,2012,conflicting_same_key,6
OH,backfill/bln_integrated.csv,2015,unmatched_after_conservative_fill,22
OH,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,37
OH,backfill/bln_integrated.csv,2020,superseded_source_row,3
OH,backfill/bln_integrated.csv,2022,superseded_source_row,6
OH,backfill/bln_integrated.csv,2022,unmatched_after_conservative_fill,2
OH,backfill/bln_integrated.csv,2023,superseded_source_row,9
OH,backfill/bln_integrated.csv,2023,unmatched_after_conservative_fill,14
OH,backfill/bln_integrated.csv,2024,superseded_source_row,10
OH,backfill/bln_integrated.csv,2025,superseded_source_row,26
OH,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,10
OH,backfill/bln_integrated.csv,2026,superseded_source_row,5
OH,backfill/bln_integrated.csv,2026,unmatched_after_conservative_fill,10
OH,backfill/bln_integrated.csv,unknown,missing_employer,1
OH,backfill/raw/oh.csv,unknown,parse_failure,57
OK,backfill/bln_integrated.csv,2001,unmatched_after_conservative_fill,6
OK,backfill/bln_integrated.csv,2002,superseded_source_row,2
OK,backfill/bln_integrated.csv,2002,unmatched_after_conservative_fill,31
OK,backfill/bln_integrated.csv,2003,superseded_source_row,1
OK,backfill/bln_integrated.csv,2003,unmatched_after_conservative_fill,11
OK,backfill/bln_integrated.csv,2004,superseded_source_row,2
OK,backfill/bln_integrated.csv,2004,unmatched_after_conservative_fill,6
OK,backfill/bln_integrated.csv,2005,superseded_source_row,1
OK,backfill/bln_integrated.csv,2005,unmatched_after_conservative_fill,1
OK,backfill/bln_integrated.csv,2006,unmatched_after_conservative_fill,13
OK,backfill/bln_integrated.csv,2007,superseded_source_row,3
OK,backfill/bln_integrated.csv,2007,unmatched_after_conservative_fill,3
OK,backfill/bln_integrated.csv,2008,unmatched_after_conservative_fill,7
OK,backfill/bln_integrated.csv,2009,superseded_source_row,8
OK,backfill/bln_integrated.csv,2009,unmatched_after_conservative_fill,18
OK,backfill/bln_integrated.csv,2010,superseded_source_row,3
OK,backfill/bln_integrated.csv,2010,unmatched_after_conservative_fill,20
OK,backfill/bln_integrated.csv,2011,superseded_source_row,1
OK,backfill/bln_integrated.csv,2011,unmatched_after_conservative_fill,12
OK,backfill/bln_integrated.csv,2012,superseded_source_row,2
OK,backfill/bln_integrated.csv,2012,unmatched_after_conservative_fill,8
OK,backfill/bln_integrated.csv,2013,superseded_source_row,2
OK,backfill/bln_integrated.csv,2013,unmatched_after_conservative_fill,20
OK,backfill/bln_integrated.csv,2014,superseded_source_row,1
OK,backfill/bln_integrated.csv,2014,unmatched_after_conservative_fill,9
OK,backfill/bln_integrated.csv,2015,superseded_source_row,2
OK,backfill/bln_integrated.csv,2015,unmatched_after_conservative_fill,29
OK,backfill/bln_integrated.csv,2016,superseded_source_row,2
OK,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,36
OK,backfill/bln_integrated.csv,2017,superseded_source_row,2
OK,backfill/bln_integrated.csv,2017,unmatched_after_conservative_fill,10
OK,backfill/bln_integrated.csv,2018,superseded_source_row,2
OK,backfill/bln_integrated.csv,2018,unmatched_after_conservative_fill,4
OK,backfill/bln_integrated.csv,2019,superseded_source_row,9
OK,backfill/bln_integrated.csv,2019,unmatched_after_conservative_fill,18
OK,backfill/bln_integrated.csv,2020,superseded_source_row,31
OK,backfill/bln_integrated.csv,2020,unmatched_after_conservative_fill,57
OK,backfill/bln_integrated.csv,2021,unmatched_after_conservative_fill,10
OK,backfill/bln_integrated.csv,2022,superseded_source_row,19
OK,backfill/bln_integrated.csv,2022,unmatched_after_conservative_fill,6
OK,backfill/bln_integrated.csv,2023,superseded_source_row,15
OK,backfill/bln_integrated.csv,2023,unmatched_after_conservative_fill,8
OK,backfill/bln_integrated.csv,2024,superseded_source_row,7
OK,backfill/bln_integrated.csv,2024,unmatched_after_conservative_fill,7
OR,backfill/bln_integrated.csv,2020,superseded_source_row,2
OR,backfill/bln_integrated.csv,2021,superseded_source_row,1
OR,backfill/bln_integrated.csv,2023,superseded_source_row,11
OR,backfill/bln_integrated.csv,2024,superseded_source_row,16
OR,backfill/bln_integrated.csv,2025,superseded_source_row,23
OR,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,5
OR,backfill/bln_integrated.csv,2026,superseded_source_row,11
PA,backfill/bln_integrated.csv,unknown,superseded_source_row,2
PA,backfill/bln_integrated.csv,unknown,unmatched_after_conservative_fill,3
RI,backfill/bln_integrated.csv,unknown,superseded_source_row,6
RI,backfill/bln_integrated.csv,unknown,unmatched_after_conservative_fill,126
RI,backfill/raw/ri.csv,unknown,parse_failure,1
RI,raw/ri.csv,unknown,parse_failure,1
SC,backfill/bln_integrated.csv,2012,source_identity_unresolved,17
SC,backfill/bln_integrated.csv,2013,source_identity_unresolved,29
SC,backfill/bln_integrated.csv,2013,superseded_source_row,9
SC,backfill/bln_integrated.csv,2014,source_identity_unresolved,19
SC,backfill/bln_integrated.csv,2014,superseded_source_row,1
SC,backfill/bln_integrated.csv,2015,source_identity_unresolved,31
SC,backfill/bln_integrated.csv,2015,superseded_source_row,4
SC,backfill/bln_integrated.csv,2016,source_identity_unresolved,32
SC,backfill/bln_integrated.csv,2016,superseded_source_row,1
SC,backfill/bln_integrated.csv,2017,source_identity_unresolved,26
SC,backfill/bln_integrated.csv,2017,superseded_source_row,2
SC,backfill/bln_integrated.csv,2018,source_identity_unresolved,30
SC,backfill/bln_integrated.csv,2018,superseded_source_row,5
SC,backfill/bln_integrated.csv,2019,source_identity_unresolved,51
SC,backfill/bln_integrated.csv,2019,superseded_source_row,15
SC,backfill/bln_integrated.csv,2020,source_identity_unresolved,148
SC,backfill/bln_integrated.csv,2020,superseded_source_row,32
SC,backfill/bln_integrated.csv,2021,source_identity_unresolved,31
SC,backfill/bln_integrated.csv,2021,superseded_source_row,8
SC,backfill/bln_integrated.csv,2022,source_identity_unresolved,39
SC,backfill/bln_integrated.csv,2022,superseded_source_row,22
SC,backfill/bln_integrated.csv,2023,source_identity_unresolved,52
SC,backfill/bln_integrated.csv,2023,superseded_source_row,5
SC,backfill/bln_integrated.csv,2024,source_identity_unresolved,47
SC,backfill/bln_integrated.csv,2024,superseded_source_row,13
SC,backfill/bln_integrated.csv,2025,source_identity_unresolved,42
SC,backfill/bln_integrated.csv,2025,superseded_source_row,10
SC,backfill/bln_integrated.csv,2026,source_identity_unresolved,34
SC,backfill/bln_integrated.csv,2026,superseded_source_row,8
SC,backfill/bln_integrated.csv,unknown,source_identity_unresolved,3
SD,backfill/bln_integrated.csv,2023,superseded_source_row,1
SD,backfill/bln_integrated.csv,2025,superseded_source_row,1
TN,backfill/bln_integrated.csv,2012,superseded_source_row,5
TN,backfill/bln_integrated.csv,2013,superseded_source_row,6
TN,backfill/bln_integrated.csv,2014,superseded_source_row,2
TN,backfill/bln_integrated.csv,2015,superseded_source_row,10
TN,backfill/bln_integrated.csv,2016,superseded_source_row,10
TN,backfill/bln_integrated.csv,2019,missing_employer,3
TN,backfill/bln_integrated.csv,2020,superseded_source_row,1
TN,backfill/bln_integrated.csv,2024,superseded_source_row,1
TN,backfill/bln_integrated.csv,2024,unmatched_after_conservative_fill,19
TN,backfill/bln_integrated.csv,2025,superseded_source_row,1
TN,backfill/bln_integrated.csv,2026,superseded_source_row,1
TN,backfill/raw/tn.csv,unknown,parse_failure,3
TN,raw/tn.csv,unknown,parse_failure,3
TX,agency/tx,unknown,anomalous_source_effective_year_requires_review,3
TX,agency/tx,unknown,no_current_raw_match,1
TX,agency/tx,unknown,same_key_version_raw_conflict,1
TX,backfill/bln_integrated.csv,2003,superseded_source_row,2
TX,backfill/bln_integrated.csv,2017,superseded_source_row,1
TX,backfill/bln_integrated.csv,2019,unmatched_after_conservative_fill,46
TX,backfill/bln_integrated.csv,2020,superseded_source_row,1
TX,backfill/bln_integrated.csv,2022,superseded_source_row,2
TX,backfill/bln_integrated.csv,2023,missing_employer,1
TX,backfill/bln_integrated.csv,2023,superseded_source_row,18
TX,backfill/bln_integrated.csv,2023,unmatched_after_conservative_fill,1
TX,backfill/bln_integrated.csv,2024,superseded_source_row,11
TX,backfill/bln_integrated.csv,2024,unmatched_after_conservative_fill,11
TX,backfill/bln_integrated.csv,2025,superseded_source_row,17
TX,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,1
TX,backfill/bln_integrated.csv,2026,superseded_source_row,4
TX,raw/tx.csv,unknown,anomalous_raw_effective_year_outside_annual_corpus,1
UT,backfill/bln_integrated.csv,2009,superseded_source_row,1
UT,backfill/bln_integrated.csv,2025,superseded_source_row,3
UT,backfill/bln_integrated.csv,2026,unmatched_after_conservative_fill,1
VA,backfill/bln_integrated.csv,2010,superseded_source_row,335
VA,backfill/bln_integrated.csv,2010,unmatched_after_conservative_fill,14
VA,backfill/bln_integrated.csv,2011,superseded_source_row,47
VA,backfill/bln_integrated.csv,2011,unmatched_after_conservative_fill,33
VA,backfill/bln_integrated.csv,2012,superseded_source_row,57
VA,backfill/bln_integrated.csv,2012,unmatched_after_conservative_fill,42
VA,backfill/bln_integrated.csv,2013,superseded_source_row,56
VA,backfill/bln_integrated.csv,2013,unmatched_after_conservative_fill,32
VA,backfill/bln_integrated.csv,2014,superseded_source_row,44
VA,backfill/bln_integrated.csv,2014,unmatched_after_conservative_fill,43
VA,backfill/bln_integrated.csv,2015,superseded_source_row,44
VA,backfill/bln_integrated.csv,2015,unmatched_after_conservative_fill,25
VA,backfill/bln_integrated.csv,2016,superseded_source_row,31
VA,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,36
VA,backfill/bln_integrated.csv,2017,superseded_source_row,29
VA,backfill/bln_integrated.csv,2017,unmatched_after_conservative_fill,40
VA,backfill/bln_integrated.csv,2018,superseded_source_row,53
VA,backfill/bln_integrated.csv,2018,unmatched_after_conservative_fill,61
VA,backfill/bln_integrated.csv,2019,superseded_source_row,44
VA,backfill/bln_integrated.csv,2019,unmatched_after_conservative_fill,39
VA,backfill/bln_integrated.csv,2020,superseded_source_row,146
VA,backfill/bln_integrated.csv,2020,unmatched_after_conservative_fill,130
VA,backfill/bln_integrated.csv,2021,superseded_source_row,17
VA,backfill/bln_integrated.csv,2021,unmatched_after_conservative_fill,28
VA,backfill/bln_integrated.csv,2022,superseded_source_row,20
VA,backfill/bln_integrated.csv,2022,unmatched_after_conservative_fill,16
VA,backfill/bln_integrated.csv,2023,superseded_source_row,51
VA,backfill/bln_integrated.csv,2023,unmatched_after_conservative_fill,40
VA,backfill/bln_integrated.csv,2024,superseded_source_row,25
VA,backfill/bln_integrated.csv,2024,unmatched_after_conservative_fill,21
VA,backfill/bln_integrated.csv,2025,superseded_source_row,20
VA,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,6
VA,backfill/bln_integrated.csv,2026,superseded_source_row,70
VA,backfill/bln_integrated.csv,2026,unmatched_after_conservative_fill,2
VT,backfill/bln_integrated.csv,2012,unmatched_after_conservative_fill,2
VT,backfill/bln_integrated.csv,2022,superseded_source_row,4
VT,backfill/bln_integrated.csv,2023,superseded_source_row,9
VT,backfill/bln_integrated.csv,2024,superseded_source_row,10
VT,backfill/bln_integrated.csv,2025,superseded_source_row,9
VT,backfill/bln_integrated.csv,2025,unmatched_after_conservative_fill,3
VT,backfill/bln_integrated.csv,2026,superseded_source_row,4
VT,backfill/raw/vt.csv,2011,conflicting_same_key,2
VT,backfill/raw/vt.csv,2012,conflicting_same_key,2
WA,backfill/bln_integrated.csv,2004,source_identity_unresolved,39
WA,backfill/bln_integrated.csv,2005,source_identity_unresolved,65
WA,backfill/bln_integrated.csv,2006,source_identity_unresolved,59
WA,backfill/bln_integrated.csv,2007,source_identity_unresolved,62
WA,backfill/bln_integrated.csv,2008,source_identity_unresolved,63
WA,backfill/bln_integrated.csv,2009,source_identity_unresolved,76
WA,backfill/bln_integrated.csv,2010,source_identity_unresolved,35
WA,backfill/bln_integrated.csv,2011,source_identity_unresolved,35
WA,backfill/bln_integrated.csv,2012,source_identity_unresolved,46
WA,backfill/bln_integrated.csv,2013,source_identity_unresolved,46
WA,backfill/bln_integrated.csv,2014,source_identity_unresolved,47
WA,backfill/bln_integrated.csv,2015,source_identity_unresolved,41
WA,backfill/bln_integrated.csv,2016,source_identity_unresolved,59
WA,backfill/bln_integrated.csv,2017,source_identity_unresolved,42
WA,backfill/bln_integrated.csv,2018,source_identity_unresolved,35
WA,backfill/bln_integrated.csv,2019,source_identity_unresolved,63
WA,backfill/bln_integrated.csv,2020,source_identity_unresolved,267
WA,backfill/bln_integrated.csv,2020,superseded_source_row,1
WA,backfill/bln_integrated.csv,2021,source_identity_unresolved,33
WA,backfill/bln_integrated.csv,2021,superseded_source_row,1
WA,backfill/bln_integrated.csv,2022,source_identity_unresolved,29
WA,backfill/bln_integrated.csv,2022,superseded_source_row,5
WA,backfill/bln_integrated.csv,2023,source_identity_unresolved,66
WA,backfill/bln_integrated.csv,2023,superseded_source_row,9
WA,backfill/bln_integrated.csv,2024,source_identity_unresolved,60
WA,backfill/bln_integrated.csv,2024,superseded_source_row,10
WA,backfill/bln_integrated.csv,2025,source_identity_unresolved,113
WA,backfill/bln_integrated.csv,2025,superseded_source_row,15
WA,backfill/bln_integrated.csv,2026,source_identity_unresolved,70
WA,backfill/bln_integrated.csv,2026,superseded_source_row,20
WI,agency-cache:WI,1997,conflicting_same_key,4
WI,agency-cache:WI,1998,conflicting_same_key,2
WI,agency-cache:WI,2000,conflicting_same_key,2
WI,agency-cache:WI,2001,conflicting_same_key,12
WI,agency-cache:WI,2002,conflicting_same_key,8
WI,agency-cache:WI,2003,conflicting_same_key,14
WI,agency-cache:WI,2004,conflicting_same_key,6
WI,agency-cache:WI,2005,conflicting_same_key,2
WI,agency-cache:WI,2006,conflicting_same_key,4
WI,agency-cache:WI,2007,conflicting_same_key,3
WI,agency-cache:WI,2008,conflicting_same_key,16
WI,agency-cache:WI,2009,conflicting_same_key,41
WI,agency-cache:WI,2010,conflicting_same_key,10
WI,agency-cache:WI,2011,conflicting_same_key,6
WI,agency-cache:WI,2012,conflicting_same_key,19
WI,agency-cache:WI,2013,conflicting_same_key,2
WI,agency-cache:WI,2014,conflicting_same_key,10
WI,backfill/bln_integrated.csv,2016,unmatched_after_conservative_fill,2
WI,backfill/bln_integrated.csv,2020,superseded_source_row,2
WI,backfill/bln_integrated.csv,2021,superseded_source_row,4
WI,backfill/bln_integrated.csv,2021,unmatched_after_conservative_fill,1
WI,backfill/bln_integrated.csv,2022,unmatched_after_conservative_fill,1
WI,backfill/bln_integrated.csv,2023,superseded_source_row,3
WI,backfill/bln_integrated.csv,2024,superseded_source_row,10
WI,backfill/bln_integrated.csv,2024,unmatched_after_conservative_fill,10
WI,backfill/bln_integrated.csv,2025,superseded_source_row,4
WI,backfill/bln_integrated.csv,2026,superseded_source_row,2
WI,backfill/bln_integrated.csv,2026,unmatched_after_conservative_fill,3
WI,backfill/raw/wi.csv,2016,conflicting_same_key,2
